House Number,Neighborhood,Household Income,House Size (sqf),House Market Value,Family Size,Identified Race,Swimming Pool,Ownership
2549,Rosedale,228017,3650,243363,6,Other,Yes,Own
2550,Maplewood,103741,3744,577678,2,Black,No,Rent
2551,Rosedale,46365,2723,912586,6,Asian,No,Rent
2552,Maplewood,95792,1116,605092,6,White,No,Rent
2553,Huntington,225929,2688,1348389,5,Other,Yes,Rent
2554,Huntington,176776,3515,333420,6,Asian,Yes,Rent
2555,Maplewood,80575,2681,1244406,1,Black,No,Own
2556,Huntington,190974,4698,398345,7,Hispanic,Yes,Own
2557,Ashford,149641,4913,532695,4,Asian,No,Own
2558,Rosedale,162267,1978,1221496,1,White,No,Rent
2559,Maplewood,83517,4655,313869,1,Other,No,Own
2560,Ashford,64012,1131,561811,5,Hispanic,Yes,Own
2561,Kingsley,172487,1327,787094,4,Black,No,Rent
2562,Kingsley,200606,2859,844287,6,White,No,Rent
2563,Maplewood,51686,1898,1230027,4,Hispanic,No,Rent
2564,Maplewood,238270,1011,199978,6,Black,No,Own
2565,Rosedale,189815,2514,1191144,3,White,No,Own
2566,Rosedale,62161,3488,781153,2,Other,No,Own
2567,Maplewood,222385,3130,1462924,5,Black,Yes,Own
2568,Rosedale,32402,4066,804825,6,Hispanic,No,Own
2569,Huntington,93190,1832,846201,6,White,No,Own
2570,Huntington,213623,2132,816743,4,Asian,No,Own
2571,Rosedale,43275,2640,641055,5,White,No,Own
2572,Huntington,189254,2938,400796,7,Hispanic,Yes,Own
2573,Rosedale,44915,4891,184244,6,Hispanic,Yes,Own
2574,Ashford,30909,1243,506599,3,Asian,No,Rent
2575,Maplewood,144110,4974,422233,1,Hispanic,No,Rent
2576,Kingsley,95908,2298,1175016,6,White,Yes,Rent
2577,Huntington,157337,1726,1463163,4,Black,No,Own
2578,Kingsley,52620,1422,842126,7,White,No,Rent
2579,Rosedale,64112,2279,850550,3,Hispanic,Yes,Rent
2580,Kingsley,235123,3837,1204495,5,Asian,No,Own
2581,Maplewood,32431,4185,247683,6,Asian,Yes,Own
2582,Huntington,116590,4118,294555,3,Other,Yes,Own
2583,Ashford,92175,1033,1072360,3,Asian,No,Rent
2584,Rosedale,147472,2417,1124011,7,Asian,No,Own
2585,Ashford,62624,3491,926965,3,Hispanic,No,Rent
2586,Kingsley,237193,2830,461970,3,Black,No,Own
2587,Maplewood,91264,1186,1019029,7,Black,No,Rent
2588,Kingsley,143766,2434,771813,7,Hispanic,Yes,Rent
2589,Maplewood,193030,4933,995176,7,Asian,No,Rent
2590,Kingsley,162767,1984,119507,3,White,No,Own
2591,Huntington,130211,2767,834756,3,Black,No,Own
2592,Huntington,149502,1040,1045410,2,Hispanic,No,Rent
2593,Ashford,211004,1361,566401,5,White,No,Rent
2594,Ashford,74225,2799,1423913,1,Asian,No,Own
2595,Maplewood,162475,2729,589774,5,Hispanic,No,Rent
2596,Kingsley,244418,3579,862431,4,Black,No,Own
2597,Rosedale,235463,2475,836809,4,White,No,Own
2598,Ashford,199708,3315,1474762,7,White,Yes,Own
2599,Rosedale,40839,2477,421660,5,Black,No,Rent
2600,Maplewood,226618,4941,1310340,3,White,Yes,Own
2601,Kingsley,208901,4546,956922,2,Black,Yes,Rent
2602,Maplewood,170302,4156,133512,1,Hispanic,No,Own
2603,Kingsley,81977,2451,1160978,6,Other,No,Rent
2604,Rosedale,201304,4977,744052,6,Asian,No,Rent
2605,Maplewood,143050,4641,764576,3,Hispanic,No,Own
2606,Ashford,55651,3241,345739,5,Asian,No,Own
2607,Maplewood,127919,1394,1179626,6,Asian,No,Own
2608,Rosedale,69963,3412,150093,5,Black,Yes,Rent
2609,Kingsley,216944,4896,105050,2,Other,No,Own
2610,Maplewood,147776,2296,1148522,2,Asian,No,Own
2611,Huntington,109198,4355,933148,7,Asian,No,Own
2612,Maplewood,174811,4158,215455,5,Hispanic,No,Own
2613,Maplewood,160697,2401,495654,7,Other,No,Own
2614,Kingsley,93294,1714,616929,3,Other,No,Rent
2615,Rosedale,209428,2644,995118,7,Asian,No,Own
2616,Maplewood,31789,2795,671719,3,Other,No,Own
2617,Rosedale,180492,894,1392021,3,Hispanic,No,Rent
2618,Rosedale,119297,1292,1124627,6,Black,Yes,Own
2619,Huntington,198678,3869,378904,1,Asian,Yes,Own
2620,Rosedale,199712,949,1095118,1,White,No,Rent
2621,Kingsley,148341,1846,143815,3,Asian,No,Own
2622,Huntington,74135,3603,125634,5,Asian,No,Own
2623,Rosedale,67067,1198,1471123,2,Black,No,Own
2624,Huntington,219492,1351,1195149,7,White,No,Own
2625,Rosedale,47357,1094,1046152,4,White,No,Own
2626,Huntington,200923,1943,553413,2,White,Yes,Rent
2627,Maplewood,68262,1255,908391,2,Black,Yes,Own
2628,Kingsley,237925,2353,114570,4,Other,No,Rent
2629,Ashford,88643,968,1446143,3,White,No,Own
2630,Rosedale,182606,2746,180263,2,Other,No,Rent
2631,Kingsley,121270,1053,212446,4,Hispanic,No,Rent
2632,Kingsley,193944,3176,818166,7,Black,No,Rent
2633,Maplewood,168761,2120,943395,6,Other,Yes,Own
2634,Maplewood,99103,3683,134341,5,White,Yes,Own
2635,Kingsley,116268,4407,629885,5,White,No,Own
2636,Kingsley,116310,2925,585864,5,Other,Yes,Rent
2637,Huntington,249803,4296,759156,3,Other,No,Rent
2638,Kingsley,67412,3040,1255703,2,Hispanic,No,Own
2639,Huntington,77734,1200,1224165,2,Black,No,Rent
2640,Kingsley,117793,2956,521744,1,Asian,No,Rent
2641,Rosedale,231002,3176,871280,5,Hispanic,No,Own
2642,Maplewood,52228,1162,231607,3,Hispanic,No,Own
2643,Kingsley,150627,4738,1459189,4,Hispanic,Yes,Rent
2644,Kingsley,107924,4651,1123692,3,White,No,Own
2645,Maplewood,41319,4212,295984,2,Other,No,Rent
2646,Rosedale,36475,3106,1089921,7,Black,No,Rent
2647,Huntington,244766,884,670073,7,White,No,Own
2648,Ashford,175800,2624,877426,7,Hispanic,Yes,Own
2649,Rosedale,59545,4685,1495737,5,Black,No,Own
2650,Ashford,126636,1107,469915,1,White,No,Rent
2651,Maplewood,242758,2721,491170,6,Asian,No,Own
2652,Rosedale,222828,1430,607483,3,Hispanic,No,Own
2653,Rosedale,229847,3171,559777,1,White,No,Rent
2654,Maplewood,199771,4100,786229,7,White,Yes,Own
2655,Kingsley,197893,4467,296166,2,Hispanic,No,Own
2656,Rosedale,60615,1526,1178768,4,Asian,No,Own
2657,Huntington,43746,2448,1348805,3,Other,No,Own
2658,Huntington,247529,2069,704229,6,Asian,No,Own
2659,Maplewood,183817,1118,1053595,2,Hispanic,No,Own
2660,Kingsley,31245,4275,1105565,5,Other,No,Rent
2661,Ashford,147408,3578,105017,3,White,No,Own
2662,Huntington,142143,3858,1318851,1,Asian,No,Own
2663,Maplewood,185925,4934,811833,7,Asian,No,Own
2664,Kingsley,57632,2402,283195,3,Other,No,Own
2665,Kingsley,42856,3056,410404,2,White,No,Own
2666,Rosedale,217965,1629,145938,2,Asian,No,Own
2667,Maplewood,231713,1655,289001,7,Other,No,Rent
2668,Kingsley,98049,3448,1233841,1,Asian,No,Own
2669,Kingsley,88182,2658,268444,6,White,Yes,Own
2670,Rosedale,163873,1902,808612,2,White,Yes,Own
2671,Kingsley,240503,3281,376772,3,Black,No,Own
2672,Rosedale,200821,2620,485383,7,Other,No,Own
2673,Kingsley,234829,2879,1292149,6,Hispanic,No,Own
2674,Maplewood,85654,3958,742453,1,Asian,No,Own
2675,Huntington,232646,3240,975792,2,White,Yes,Own
2676,Rosedale,85381,4484,430492,7,Asian,Yes,Own
2677,Rosedale,88601,2055,460492,2,Asian,No,Own
2678,Maplewood,176154,3757,192862,3,Hispanic,No,Own
2679,Maplewood,175720,4451,346393,2,White,No,Own
2680,Ashford,30364,3039,1157978,7,Black,No,Rent
2681,Rosedale,195640,2739,716149,3,Other,No,Rent
2682,Huntington,240718,1069,1012553,5,Asian,No,Rent
2683,Maplewood,232566,4864,282992,7,Hispanic,Yes,Own
2684,Rosedale,235704,4575,362084,6,Hispanic,No,Own
2685,Rosedale,37436,1912,731377,3,Other,No,Own
2686,Maplewood,116713,1448,976227,4,Other,No,Rent
2687,Maplewood,187826,1979,737173,2,White,No,Own
2688,Rosedale,90194,2942,822822,5,Asian,No,Own
2689,Ashford,54544,816,1083896,6,Asian,Yes,Own
2690,Rosedale,221252,916,305351,1,Other,Yes,Own
2691,Ashford,93295,2345,943431,4,Black,No,Own
2692,Ashford,173710,3951,1087178,1,Asian,No,Own
2693,Maplewood,226787,3493,1389032,7,Hispanic,No,Own
2694,Ashford,99409,4889,312690,4,Other,No,Rent
2695,Huntington,244178,2076,546642,5,Asian,No,Rent
2696,Ashford,156839,4040,1076328,6,White,No,Own
2697,Kingsley,143759,4588,213174,5,Other,No,Own
2698,Rosedale,47157,1171,854270,5,Hispanic,No,Own
2699,Kingsley,206637,3607,305471,4,White,Yes,Own
2700,Kingsley,231068,955,684947,3,Other,No,Own
2701,Ashford,95888,3461,1055294,6,Other,No,Own
2702,Huntington,217167,1264,870064,1,Asian,No,Rent
2703,Maplewood,94947,2573,1243919,3,White,No,Own
2704,Maplewood,248194,916,515334,3,Other,No,Own
2705,Kingsley,100880,2903,283097,2,Hispanic,No,Own
2706,Huntington,34507,2174,1208514,7,White,No,Own
2707,Maplewood,133134,4003,1153725,1,Asian,Yes,Rent
2708,Rosedale,73988,4346,662367,4,Black,Yes,Own
2709,Maplewood,128421,4777,757844,7,Other,No,Own
2710,Rosedale,177937,1996,1072978,2,Black,No,Own
2711,Kingsley,132591,4211,410745,2,Other,No,Own
2712,Ashford,159614,1596,614681,7,Asian,No,Own
2713,Rosedale,57213,4692,873253,5,Asian,Yes,Own
2714,Rosedale,217026,950,930241,4,Asian,No,Own
2715,Maplewood,87450,4049,1300439,3,Asian,No,Own
2716,Rosedale,165549,911,257720,6,White,No,Rent
2717,Kingsley,92222,1482,524306,3,White,No,Own
2718,Huntington,167605,1961,452780,3,Other,No,Own
2719,Huntington,210467,3179,754654,5,White,No,Rent
2720,Maplewood,184468,960,1376133,3,Other,No,Own
2721,Huntington,42755,2225,1250053,1,White,No,Rent
2722,Kingsley,161937,4461,1166433,3,White,No,Own
2723,Kingsley,172245,1077,1011737,3,White,Yes,Rent
2724,Ashford,219977,4191,293399,1,Hispanic,No,Own
2725,Rosedale,199169,2356,1373034,5,Asian,No,Rent
2726,Rosedale,63371,2715,873386,2,Hispanic,No,Own
2727,Maplewood,172326,3907,1322615,4,White,No,Own
2728,Maplewood,165090,1102,1085452,5,White,No,Own
2729,Maplewood,35192,3573,279933,3,Hispanic,No,Rent
2730,Ashford,32015,4045,741127,2,Other,No,Own
2731,Kingsley,138154,1800,223307,4,Asian,No,Rent
2732,Ashford,229988,4634,222850,4,Other,Yes,Own
2733,Maplewood,58343,4806,120948,4,Asian,No,Own
2734,Huntington,99306,2518,395926,1,Black,No,Own
2735,Huntington,35829,4630,729505,1,Asian,Yes,Own
2736,Kingsley,64381,3981,856391,2,Other,No,Rent
2737,Huntington,141451,3682,1348036,3,Asian,No,Own
2738,Ashford,242153,1798,577744,7,Black,No,Rent
2739,Huntington,48263,1084,1084313,2,Black,No,Own
2740,Maplewood,214332,1220,238721,3,White,No,Own
2741,Rosedale,204378,2960,659011,5,Black,No,Rent
2742,Maplewood,88418,3865,174314,7,Hispanic,No,Own
2743,Maplewood,30148,3075,976744,4,Other,No,Own
2744,Maplewood,162826,2294,1349733,4,Hispanic,Yes,Own
2745,Kingsley,56745,4684,312471,1,Hispanic,No,Own
2746,Kingsley,102914,3343,898241,7,Other,No,Rent
2747,Ashford,216905,4926,763662,5,Hispanic,No,Rent
2748,Maplewood,181212,2641,370244,6,Hispanic,No,Rent
2749,Huntington,235979,1521,439771,5,Hispanic,No,Rent
2750,Kingsley,90653,2201,698923,3,Black,No,Own
2751,Rosedale,222593,1245,1465740,5,Other,Yes,Own
2752,Kingsley,108315,3591,629951,7,Other,No,Rent
2753,Rosedale,61075,4567,587043,7,Other,Yes,Own
2754,Rosedale,191769,3351,933568,1,Hispanic,No,Own
2755,Huntington,215616,2767,870602,3,Black,No,Rent
2756,Rosedale,39795,4688,993034,2,Other,No,Own
2757,Ashford,94555,3531,764945,3,Asian,No,Own
2758,Huntington,213276,3429,1110300,2,Other,No,Rent
2759,Kingsley,230826,2764,586163,6,White,Yes,Own
2760,Maplewood,225932,1857,853830,3,Asian,No,Rent
2761,Maplewood,133107,1557,1487158,4,Other,No,Own
2762,Maplewood,81529,2595,136392,6,Hispanic,No,Own
2763,Kingsley,172744,2443,970699,2,Other,Yes,Own
2764,Rosedale,215310,823,1362972,1,Black,No,Rent
2765,Maplewood,197022,2039,1138370,6,Black,No,Own
2766,Huntington,41009,4950,262198,6,Other,Yes,Own
2767,Ashford,208168,3897,404629,6,Hispanic,No,Own
2768,Maplewood,180616,2104,604121,2,Hispanic,No,Own
2769,Ashford,216800,3342,407942,2,Hispanic,Yes,Own
2770,Kingsley,59381,4512,1288665,3,Other,No,Own
2771,Maplewood,157769,4755,781060,4,Other,No,Own
2772,Rosedale,186359,2105,977112,6,White,No,Own
2773,Huntington,94610,3974,1244022,3,Black,No,Own
2774,Ashford,98122,4428,601670,3,Asian,No,Own
2775,Ashford,98184,1581,1327327,4,Asian,Yes,Own
2776,Rosedale,201153,1366,323293,3,Black,No,Own
2777,Maplewood,244709,4932,189938,4,White,Yes,Own
2778,Maplewood,206384,1438,137232,1,Black,No,Rent
2779,Rosedale,117228,4500,850959,4,White,No,Own
2780,Maplewood,102943,4967,1128189,5,White,Yes,Own
2781,Maplewood,243862,3199,983671,4,Hispanic,No,Own
2782,Huntington,110770,3470,157172,4,Black,No,Rent
2783,Huntington,82726,1972,459449,7,Asian,No,Rent
2784,Kingsley,183283,2520,244818,5,Other,No,Own
2785,Huntington,190552,904,353048,4,Other,No,Rent
2786,Maplewood,77780,2482,1081041,2,Black,No,Own
2787,Huntington,218210,2649,628382,7,Other,No,Own
2788,Maplewood,72503,1662,1217042,3,White,No,Own
2789,Huntington,87893,4245,392899,3,Other,Yes,Own
2790,Huntington,207265,3365,1375289,1,White,No,Own
2791,Kingsley,91358,1098,242624,1,White,No,Own
2792,Huntington,110857,3708,594970,5,Asian,Yes,Own
2793,Ashford,239254,4937,1339139,2,Other,Yes,Rent
2794,Rosedale,150457,1570,1439720,1,Asian,Yes,Own
2795,Rosedale,183189,3339,1071457,3,Other,No,Own
2796,Ashford,220128,2262,157564,1,White,No,Own
2797,Maplewood,147928,4654,769462,1,Other,No,Own
2798,Kingsley,88706,3918,232933,4,Asian,No,Own
2799,Huntington,231501,2932,1454294,1,Hispanic,No,Own
2800,Maplewood,170548,2509,263754,5,Asian,No,Own
2801,Kingsley,112806,1790,703107,3,Hispanic,No,Own
2802,Huntington,85006,1510,1394445,5,Black,No,Rent
2803,Huntington,117238,838,702260,7,Asian,No,Own
2804,Huntington,230990,2075,1065624,5,Other,No,Own
2805,Ashford,224227,2236,479326,6,Hispanic,Yes,Own
2806,Huntington,228393,3793,438837,2,Other,Yes,Rent
2807,Kingsley,75798,2269,819937,7,Hispanic,No,Own
2808,Maplewood,107271,2899,1470767,7,Asian,No,Own
2809,Ashford,60177,1173,241263,6,Asian,No,Own
2810,Kingsley,158022,4825,287956,6,Other,No,Own
2811,Maplewood,160156,1913,417055,4,Asian,No,Own
2812,Kingsley,112215,3526,963735,5,Other,Yes,Own
2813,Kingsley,73013,3198,576663,2,White,No,Own
2814,Maplewood,112600,4034,1248906,3,Hispanic,No,Own
2815,Ashford,126099,2065,274798,3,Other,No,Own
2816,Kingsley,83450,3923,1183199,2,Hispanic,No,Rent
2817,Ashford,209000,1453,1402974,7,White,No,Own
2818,Maplewood,152640,4958,1363165,5,Hispanic,Yes,Rent
2819,Maplewood,122403,1308,747377,5,Other,Yes,Own
2820,Rosedale,206454,3139,1460720,4,Asian,No,Own
2821,Huntington,129290,3962,1482214,4,Hispanic,No,Own
2822,Maplewood,246110,2487,573457,6,Hispanic,Yes,Own
2823,Kingsley,161832,2188,814355,3,White,Yes,Own
2824,Maplewood,54142,2997,1266793,4,Black,No,Rent
2825,Rosedale,140189,4711,1068574,2,Asian,No,Own
2826,Huntington,137532,3728,452832,3,Other,No,Rent
2827,Kingsley,178362,1315,690512,7,White,No,Own
2828,Maplewood,232107,4458,649653,7,Other,No,Own
2829,Rosedale,161436,2633,1178239,5,Other,No,Rent
2830,Maplewood,86921,829,1082940,3,Hispanic,No,Own
2831,Ashford,49797,4014,203376,1,White,No,Own
2832,Kingsley,62535,1125,609591,3,White,No,Own
2833,Maplewood,76300,4566,556427,4,Asian,No,Own
2834,Rosedale,77176,4911,241981,2,Black,No,Rent
2835,Rosedale,46105,910,374857,5,Other,No,Own
2836,Huntington,169011,906,243686,5,Asian,No,Own
2837,Huntington,109472,3226,600841,4,Asian,No,Rent
2838,Maplewood,203101,3331,984529,4,Other,No,Rent
2839,Kingsley,176935,3944,120734,4,Hispanic,Yes,Own
2840,Rosedale,108097,1598,1048213,1,Hispanic,No,Own
2841,Rosedale,171519,3237,1103632,2,Other,No,Own
2842,Kingsley,126160,2811,506557,1,White,No,Own
2843,Huntington,76940,1225,663723,4,Black,Yes,Own
2844,Huntington,239019,3844,1161552,2,Hispanic,No,Own
2845,Ashford,115001,4088,707198,7,Black,Yes,Own
2846,Rosedale,180714,3714,1095373,7,Asian,No,Own
2847,Kingsley,228715,2039,498506,4,Asian,Yes,Own
2848,Rosedale,37928,4191,754465,2,Other,No,Own
2849,Ashford,78002,4797,1068032,5,Other,No,Own
2850,Rosedale,114853,3806,811759,1,Other,No,Own
2851,Kingsley,144614,3839,1368770,6,Hispanic,No,Own
2852,Maplewood,147517,1398,420051,4,Black,No,Own
2853,Maplewood,186089,2887,220992,4,Asian,No,Own
2854,Huntington,109064,1984,968308,3,Black,No,Own
2855,Maplewood,149694,3550,541939,6,Hispanic,No,Own
2856,Ashford,174385,3384,345170,5,Black,No,Rent
2857,Maplewood,162631,4313,1073337,4,Black,No,Rent
2858,Maplewood,80893,4854,1359744,1,Other,No,Own
2859,Maplewood,45167,4736,1434717,5,Black,No,Own
2860,Maplewood,241951,2499,166876,4,Black,No,Rent
2861,Huntington,68598,3375,1305661,1,Black,No,Rent
2862,Rosedale,168595,935,1181438,3,White,No,Rent
2863,Huntington,79777,2825,1141332,3,Asian,No,Own
2864,Ashford,189511,4335,538824,7,Asian,No,Rent
2865,Rosedale,146378,3690,218849,1,Black,No,Own
2866,Ashford,111060,3557,1000492,5,Other,No,Own
2867,Ashford,43285,4573,1320542,1,Other,No,Own
2868,Kingsley,172045,1180,281721,6,Other,No,Own
2869,Rosedale,152970,2328,1210680,1,Asian,No,Own
2870,Rosedale,52694,4428,1356107,3,Hispanic,Yes,Own
2871,Huntington,196846,1648,664109,3,Black,No,Rent
2872,Huntington,165374,4927,279012,3,Asian,Yes,Own
2873,Huntington,183463,2727,614618,6,Other,No,Rent
2874,Rosedale,34611,2965,582793,4,Asian,No,Own
2875,Kingsley,39372,2921,1161043,7,Asian,No,Own
2876,Ashford,185384,3718,615907,6,Asian,No,Own
2877,Ashford,175152,1272,1156267,4,Other,No,Own
2878,Maplewood,110618,2587,539754,6,Hispanic,No,Rent
2879,Ashford,142945,913,1304138,2,White,No,Own
2880,Maplewood,138397,2136,150650,4,Black,No,Own
2881,Rosedale,126213,1138,340681,5,Black,No,Rent
2882,Huntington,50874,3085,1151166,5,Asian,No,Own
2883,Maplewood,223609,1996,1057397,7,Hispanic,No,Own
2884,Maplewood,234986,878,697684,3,Other,No,Own
2885,Maplewood,162669,3452,491941,6,White,Yes,Own
2886,Huntington,41600,3440,1055680,1,White,Yes,Own
2887,Ashford,164819,2056,1216060,3,Asian,No,Own
2888,Rosedale,109415,1627,1250843,7,Asian,No,Own
2889,Huntington,239625,3518,330069,1,Other,No,Own
2890,Huntington,185887,3610,1043799,6,Other,No,Rent
2891,Rosedale,245572,4185,1186707,3,Other,No,Rent
2892,Kingsley,124348,2765,1324541,3,Asian,No,Own
2893,Kingsley,135736,3227,1422644,5,Hispanic,No,Own
2894,Kingsley,54714,3641,504067,1,Asian,No,Own
2895,Maplewood,179962,1413,1322329,2,Asian,No,Own
2896,Huntington,222581,1362,869855,2,White,No,Own
2897,Ashford,222896,984,1153869,3,Other,No,Rent
2898,Rosedale,165797,2992,1463923,6,Black,No,Rent
2899,Rosedale,204277,4865,605365,3,Other,No,Own
2900,Maplewood,181756,1045,1031324,7,Hispanic,No,Own
2901,Maplewood,218983,4886,954259,5,Hispanic,No,Own
2902,Kingsley,141573,3034,1064667,7,Other,Yes,Rent
2903,Maplewood,43092,1665,1452690,1,Other,No,Rent
2904,Rosedale,125918,2887,1441516,7,Asian,No,Own
2905,Ashford,200842,1400,199345,3,Black,No,Own
2906,Maplewood,55457,3833,707415,7,Asian,Yes,Own
2907,Huntington,101667,2856,863536,6,White,No,Own
2908,Maplewood,120751,2931,1414072,2,White,No,Own
2909,Rosedale,92894,1332,484287,1,Hispanic,Yes,Own
2910,Rosedale,91305,2842,576814,3,Hispanic,No,Own
2911,Maplewood,173684,1157,783532,1,Black,No,Own
2912,Maplewood,239699,1177,766297,5,Hispanic,No,Own
2913,Kingsley,198161,3019,717945,7,White,Yes,Own
2914,Huntington,82137,4107,993708,2,Black,No,Own
2915,Maplewood,30559,3396,578564,6,White,No,Own
2916,Kingsley,96249,1583,304581,1,Other,Yes,Rent
2917,Kingsley,67361,3179,1041056,2,Other,No,Own
2918,Huntington,110720,4403,1031622,7,Black,No,Own
2919,Rosedale,45261,1782,111290,3,Asian,No,Own
2920,Rosedale,50372,4742,911555,6,Hispanic,No,Own
2921,Rosedale,85355,3390,312991,6,Black,No,Own
2922,Kingsley,128560,1842,1200712,4,Hispanic,No,Own
2923,Huntington,218992,3338,1081390,1,White,No,Rent
2924,Maplewood,193616,1661,217278,2,Asian,No,Own
2925,Rosedale,30037,2676,1304835,1,Hispanic,No,Rent
2926,Huntington,204104,2635,835048,3,Other,No,Own
2927,Huntington,239305,4326,488826,3,Other,No,Own
2928,Huntington,71420,2485,504220,7,White,No,Own
2929,Kingsley,127243,4201,469322,6,Black,No,Rent
2930,Rosedale,159380,2422,944032,6,Hispanic,No,Rent
2931,Ashford,64600,3457,1305163,2,White,No,Rent
2932,Kingsley,209357,2732,610798,5,Other,No,Own
2933,Maplewood,223080,1307,1239464,1,Other,No,Own
2934,Ashford,119520,4278,1397068,1,Other,No,Own
2935,Kingsley,35167,3456,747899,3,Asian,Yes,Own
2936,Maplewood,30432,1921,678764,1,Asian,No,Own
2937,Kingsley,99687,1089,1048716,2,Other,No,Own
2938,Ashford,101947,3629,192154,4,Black,No,Own
2939,Huntington,126324,3009,1092201,6,Asian,No,Own
2940,Maplewood,80903,2200,1271113,3,Hispanic,No,Own
2941,Rosedale,215221,1366,314075,6,Asian,No,Rent
2942,Kingsley,248712,2273,449269,6,Hispanic,No,Own
2943,Rosedale,217840,2787,1317278,6,Asian,No,Own
2944,Kingsley,221256,4587,1086110,4,Other,No,Own
2945,Kingsley,95792,4665,865604,1,Hispanic,No,Own
2946,Maplewood,63439,4060,1484819,5,Black,No,Own
2947,Ashford,194329,4347,584006,6,Asian,Yes,Rent
2948,Ashford,205746,4051,509801,2,Asian,No,Own
2949,Rosedale,81248,2516,935672,6,Other,No,Own
2950,Huntington,244674,1812,901204,6,Hispanic,No,Own
2951,Huntington,206443,2110,1355372,1,Other,No,Own
2952,Kingsley,229068,1417,473134,7,Hispanic,No,Own
2953,Kingsley,198369,2782,212315,2,Asian,No,Own
2954,Ashford,215345,3028,1107803,1,Asian,No,Own
2955,Huntington,222328,1268,460197,6,Asian,No,Rent
2956,Kingsley,64743,4916,768234,7,Asian,No,Own
2957,Kingsley,229824,1939,190341,1,White,No,Own
2958,Huntington,109803,2236,1209472,1,Asian,No,Own
2959,Rosedale,105117,1336,132822,3,Asian,Yes,Own
2960,Huntington,231123,1751,776110,4,Hispanic,No,Own
2961,Maplewood,52076,3613,988767,7,Asian,No,Rent
2962,Rosedale,236384,3806,1059587,5,Asian,No,Rent
2963,Rosedale,117483,4794,1266404,7,Hispanic,Yes,Own
2964,Huntington,164035,2640,484910,4,Asian,No,Own
2965,Huntington,149217,1650,1145449,4,Asian,No,Rent
2966,Kingsley,233394,2771,232624,2,Other,No,Rent
2967,Kingsley,174938,1991,435475,3,White,No,Own
2968,Ashford,134504,4720,236343,3,Hispanic,No,Own
2969,Huntington,193377,2862,952083,1,Other,No,Rent
2970,Ashford,223475,3846,988349,4,Black,No,Own
2971,Rosedale,243968,4358,260066,7,Black,No,Own
2972,Maplewood,135649,1104,1437906,5,White,No,Own
2973,Kingsley,156244,3647,1178843,2,Black,No,Rent
2974,Kingsley,62813,3235,1042439,7,White,Yes,Own
2975,Rosedale,96729,3604,918180,3,Black,No,Own
2976,Maplewood,221758,2784,497053,1,Black,No,Own
2977,Huntington,34512,4736,1342342,5,Other,No,Rent
2978,Maplewood,183738,1512,502826,4,Black,No,Own
2979,Kingsley,177702,3695,1177191,7,White,No,Rent
2980,Huntington,147907,2481,307716,5,Asian,No,Rent
2981,Rosedale,235591,2133,990567,3,Asian,No,Own
2982,Maplewood,161708,3998,658350,2,Asian,No,Own
2983,Kingsley,164847,974,279503,7,White,No,Own
2984,Huntington,229029,4005,1221662,4,White,No,Rent
2985,Ashford,94591,2216,1438925,2,Asian,Yes,Own
2986,Huntington,239633,2787,904891,6,Black,No,Own
2987,Maplewood,235888,2572,342407,5,Asian,No,Own
2988,Ashford,41351,1874,1041254,5,Hispanic,No,Own
2989,Kingsley,145400,1391,1389821,1,White,No,Own
2990,Huntington,150533,3778,350967,4,Hispanic,No,Own
2991,Maplewood,133627,4782,1147941,5,Hispanic,No,Own
2992,Huntington,216256,3210,925017,3,White,Yes,Rent
2993,Ashford,158381,1647,1232274,6,Asian,No,Own
2994,Rosedale,125707,1293,145635,3,Other,No,Own
2995,Maplewood,230252,1345,275926,2,Hispanic,No,Rent
2996,Huntington,111678,3086,831586,6,Asian,No,Own
2997,Maplewood,103309,3497,653392,6,Other,No,Own
2998,Rosedale,40778,4637,1099797,3,Hispanic,No,Rent
2999,Rosedale,173573,2340,376914,5,Asian,No,Rent
3000,Huntington,142713,1683,359258,3,Hispanic,No,Own
3001,Kingsley,163180,4756,1015182,4,Asian,No,Rent
3002,Kingsley,66382,3894,867993,2,Black,No,Own
3003,Rosedale,105787,3165,1008677,7,Black,Yes,Own
3004,Kingsley,53341,4147,1203754,6,White,Yes,Rent
3005,Ashford,238286,3871,981587,4,Other,No,Own
3006,Huntington,175439,4475,645116,5,Hispanic,No,Own
3007,Huntington,149967,1752,903603,5,Hispanic,Yes,Own
3008,Maplewood,161066,4100,604879,3,Asian,No,Own
3009,Kingsley,230940,4535,623277,1,Other,No,Own
3010,Maplewood,173074,3979,621827,6,Hispanic,No,Own
3011,Ashford,115820,3763,359595,6,Other,No,Own
3012,Rosedale,89949,4827,114202,1,Other,No,Own
3013,Rosedale,176772,4047,557044,5,Black,Yes,Own
3014,Rosedale,240377,4157,1235943,5,Hispanic,Yes,Own
3015,Kingsley,92543,3504,683334,7,Hispanic,No,Own
3016,Rosedale,190390,1837,1420569,7,White,No,Rent
3017,Kingsley,57610,870,552488,6,Other,No,Own
3018,Rosedale,233571,3674,775799,7,Asian,No,Own
3019,Maplewood,234446,905,441016,7,Black,No,Own
3020,Kingsley,95226,1569,284348,2,White,No,Own
3021,Rosedale,75167,2809,498267,6,Black,No,Own
3022,Rosedale,238851,3740,1066978,5,Asian,Yes,Own
3023,Kingsley,189011,2992,1224180,5,White,No,Own
3024,Rosedale,222437,4295,360408,7,Black,No,Own
